time,x,y,z
16.43,2.70465,-1.63855,2
16.44,2.6848,-1.67089,2
16.45,2.66455,-1.70299,2
16.46,2.64392,-1.73484,2
16.47,2.62292,-1.76644,2
16.48,2.60153,-1.79779,2
16.49,2.57977,-1.82887,2
16.5,2.55764,-1.8597,2
16.51,2.53514,-1.89026,2
16.52,2.51227,-1.92054,2
16.53,2.48905,-1.95055,2
16.54,2.46546,-1.98028,2
16.55,2.44152,-2.00972,2
16.56,2.41723,-2.03887,2
16.57,2.39259,-2.06773,2
16.58,2.36761,-2.09629,2
16.59,2.34228,-2.12455,2
16.6,2.31662,-2.15251,2
16.61,2.29062,-2.18015,2
16.62,2.2643,-2.20748,2
16.63,2.23764,-2.23449,2
16.64,2.21067,-2.26118,2
16.65,2.18338,-2.28755,2
16.66,2.15577,-2.31358,2
16.67,2.12785,-2.33928,2
16.68,2.09963,-2.36465,2
16.69,2.0711,-2.38967,2
16.7,2.04228,-2.41435,2
16.71,2.01316,-2.43869,2
16.72,1.98375,-2.46267,2
16.73,1.95406,-2.4863,2
16.74,1.92408,-2.50957,2
16.75,1.89383,-2.53247,2
16.76,1.8633,-2.55502,2
16.77,1.83251,-2.57719,2
16.78,1.80145,-2.59899,2
16.79,1.77013,-2.62042,2
16.8,1.73856,-2.64148,2
16.81,1.70674,-2.66215,2
16.82,1.67467,-2.68244,2
16.83,1.64236,-2.70234,2
16.84,1.60982,-2.72185,2
16.85,1.57704,-2.74098,2
16.86,1.54404,-2.7597,2
16.87,1.51081,-2.77803,2
16.88,1.47736,-2.79596,2
16.89,1.44371,-2.81349,2
16.9,1.40984,-2.83061,2
16.91,1.37577,-2.84732,2
16.92,1.34151,-2.86363,2
16.93,1.30705,-2.87952,2
16.94,1.2724,-2.89499,2
16.95,1.23757,-2.91005,2
16.96,1.20256,-2.9247,2
16.97,1.16738,-2.93892,2
16.98,1.13203,-2.95271,2
16.99,1.09652,-2.96608,2
17,1.06085,-2.97903,2
17.01,1.02502,-2.99154,2
17.02,0.98905,-3.00363,2
17.03,0.952936,-3.01528,2
17.04,0.916685,-3.0265,2
17.05,0.880302,-3.03728,2
17.06,0.843792,-3.04762,2
17.07,0.807161,-3.05753,2
17.08,0.770413,-3.067,2
17.09,0.733555,-3.07602,2
17.1,0.696591,-3.0846,2
17.11,0.659526,-3.09274,2
17.12,0.622367,-3.10043,2
17.13,0.585118,-3.10767,2
17.14,0.547784,-3.11447,2
17.15,0.510372,-3.12082,2
17.16,0.472886,-3.12672,2
17.17,0.435333,-3.13217,2
17.18,0.397716,-3.13717,2
17.19,0.360042,-3.14171,2
17.2,0.322317,-3.14581,2
17.21,0.284545,-3.14945,2
17.22,0.246732,-3.15264,2
17.23,0.208883,-3.15537,2
17.24,0.171005,-3.15765,2
17.25,0.133101,-3.15948,2
17.26,0.0951791,-3.16084,2
17.27,0.057243,-3.16176,2
17.28,0.0192986,-3.16222,2
17.29,-0.0186485,-3.16222,2
17.3,-0.0565929,-3.16177,2
17.31,-0.0945291,-3.16086,2
17.32,-0.132452,-3.1595,2
17.33,-0.170355,-3.15769,2
17.34,-0.208234,-3.15541,2
17.35,-0.246084,-3.15269,2
17.36,-0.283897,-3.14951,2
17.37,-0.32167,-3.14587,2
17.38,-0.359396,-3.14179,2
17.39,-0.397071,-3.13725,2
17.4,-0.434689,-3.13226,2
17.41,-0.472243,-3.12682,2
17.42,-0.50973,-3.12093,2
17.43,-0.547144,-3.11458,2
17.44,-0.584479,-3.10779,2
17.45,-0.621729,-3.10056,2
17.46,-0.65889,-3.09287,2
17.47,-0.695956,-3.08474,2
17.48,-0.732922,-3.07617,2
17.49,-0.769783,-3.06715,2
17.5,-0.806532,-3.0577,2
17.51,-0.843166,-3.0478,2
17.52,-0.879678,-3.03746,2
17.53,-0.916063,-3.02669,2
17.54,-0.952316,-3.01548,2
17.55,-0.988433,-3.00383,2
17.56,-1.02441,-2.99175,2
17.57,-1.06023,-2.97925,2
17.58,-1.09591,-2.96631,2
17.59,-1.13142,-2.95294,2
17.6,-1.16678,-2.93916,2
17.61,-1.20196,-2.92494,2
17.62,-1.23697,-2.91031,2
17.63,-1.27181,-2.89526,2
17.64,-1.30646,-2.87979,2
17.65,-1.34092,-2.8639,2
17.66,-1.37519,-2.84761,2
17.67,-1.40926,-2.8309,2
17.68,-1.44313,-2.81378,2
17.69,-1.47679,-2.79626,2
17.7,-1.51024,-2.77834,2
17.71,-1.54347,-2.76002,2
17.72,-1.57648,-2.7413,2
17.73,-1.60926,-2.72218,2
17.74,-1.64181,-2.70268,2
17.75,-1.67412,-2.68278,2
17.76,-1.70619,-2.6625,2
17.77,-1.73802,-2.64183,2
17.78,-1.7696,-2.62079,2
17.79,-1.80092,-2.59937,2
17.8,-1.83198,-2.57757,2
17.81,-1.86278,-2.5554,2
17.82,-1.89331,-2.53286,2
17.83,-1.92356,-2.50996,2
17.84,-1.95354,-2.4867,2
17.85,-1.98324,-2.46308,2
17.86,-2.01266,-2.4391,2
17.87,-2.04178,-2.41477,2
17.88,-2.07061,-2.3901,2
17.89,-2.09914,-2.36508,2
17.9,-2.12737,-2.33972,2
17.91,-2.15529,-2.31402,2
17.92,-2.18291,-2.288,2
17.93,-2.2102,-2.26164,2
17.94,-2.23718,-2.23495,2
17.95,-2.26384,-2.20795,2
17.96,-2.29017,-2.18062,2
17.97,-2.31617,-2.15298,2
17.98,-2.34184,-2.12503,2
17.99,-2.36717,-2.09678,2
18,-2.39216,-2.06822,2
18.01,-2.41681,-2.03937,2
18.02,-2.44111,-2.01022,2
18.03,-2.46505,-1.98078,2
18.04,-2.48865,-1.95106,2
18.05,-2.51188,-1.92106,2
18.06,-2.53475,-1.89078,2
18.07,-2.55726,-1.86023,2
18.08,-2.57939,-1.8294,2
18.09,-2.60116,-1.79832,2
18.1,-2.62255,-1.76698,2
18.11,-2.64357,-1.73538,2
18.12,-2.6642,-1.70353,2
18.13,-2.68445,-1.67144,2
18.14,-2.70432,-1.63911,2
18.15,-2.72379,-1.60654,2
18.16,-2.74287,-1.57374,2
18.17,-2.76156,-1.54071,2
18.18,-2.77985,-1.50746,2
18.19,-2.79774,-1.474,2
18.2,-2.81522,-1.44032,2
18.21,-2.8323,-1.40643,2
18.22,-2.84898,-1.37235,2
18.23,-2.86524,-1.33806,2
18.24,-2.88109,-1.30358,2
18.25,-2.89652,-1.26892,2
18.26,-2.91154,-1.23407,2
18.27,-2.92614,-1.19904,2
18.28,-2.94032,-1.16384,2
18.29,-2.95407,-1.12847,2
18.3,-2.9674,-1.09295,2
18.31,-2.9803,-1.05726,2
18.32,-2.99277,-1.02142,2
18.33,-3.00482,-0.985434,2
18.34,-3.01642,-0.949306,2
18.35,-3.0276,-0.913042,2
18.36,-3.03834,-0.876646,2
18.37,-3.04864,-0.840123,2
18.38,-3.0585,-0.80348,2
18.39,-3.06792,-0.766721,2
18.4,-3.0769,-0.729852,2
18.41,-3.08544,-0.692877,2
18.42,-3.09353,-0.655803,2
18.43,-3.10118,-0.618634,2
18.44,-3.10838,-0.581376,2
18.45,-3.11513,-0.544035,2
18.46,-3.12143,-0.506615,2
18.47,-3.12729,-0.469122,2
18.48,-3.13269,-0.431562,2
18.49,-3.13764,-0.39394,2
18.5,-3.14215,-0.35626,2
18.51,-3.14619,-0.31853,2
18.52,-3.14979,-0.280754,2
18.53,-3.15293,-0.242937,2
18.54,-3.15562,-0.205085,2
18.55,-3.15785,-0.167204,2
18.56,-3.15963,-0.129298,2
18.57,-3.16096,-0.0913744,2
18.58,-3.16183,-0.0534372,2
18.59,-3.16224,-0.0154924,2
18.6,-3.1622,0.0224547,2
18.61,-3.1617,0.0603986,2
18.62,-3.16075,0.0983337,2
18.63,-3.15934,0.136255,2
18.64,-3.15748,0.174156,2
18.65,-3.15516,0.212032,2
18.66,-3.15239,0.249878,2
18.67,-3.14916,0.287688,2
18.68,-3.14549,0.325456,2
18.69,-3.14135,0.363178,2
18.7,-3.13677,0.400847,2
18.71,-3.13173,0.438458,2
18.72,-3.12625,0.476007,2
18.73,-3.12031,0.513487,2
18.74,-3.11392,0.550892,2
18.75,-3.10709,0.588219,2
18.76,-3.09981,0.625461,2
18.77,-3.09208,0.662612,2
18.78,-3.0839,0.699669,2
18.79,-3.07529,0.736624,2
18.8,-3.06623,0.773474,2
18.81,-3.05672,0.810212,2
18.82,-3.04678,0.846833,2
18.83,-3.0364,0.883333,2
18.84,-3.02558,0.919705,2
18.85,-3.01433,0.955945,2
18.86,-3.00264,0.992047,2
18.87,-2.99052,1.02801,2
18.88,-2.97797,1.06382,2
18.89,-2.96499,1.09948,2
18.9,-2.95158,1.13498,2
18.91,-2.93775,1.17031,2
18.92,-2.92349,1.20548,2
18.93,-2.90882,1.24047,2
18.94,-2.89372,1.27529,2
18.95,-2.87821,1.30992,2
18.96,-2.86229,1.34437,2
18.97,-2.84595,1.37862,2
18.98,-2.8292,1.41267,2
18.99,-2.81204,1.44651,2
19,-2.79448,1.48015,2
19.01,-2.77652,1.51358,2
19.02,-2.75816,1.54679,2
19.03,-2.7394,1.57978,2
19.04,-2.72025,1.61253,2
19.05,-2.7007,1.64506,2
19.06,-2.68077,1.67735,2
19.07,-2.66044,1.7094,2
19.08,-2.63974,1.7412,2
19.09,-2.61866,1.77275,2
19.1,-2.5972,1.80404,2
19.11,-2.57536,1.83508,2
19.12,-2.55315,1.86585,2
19.13,-2.53058,1.89635,2
19.14,-2.50764,1.92658,2
19.15,-2.48434,1.95654,2
19.16,-2.46069,1.98621,2
19.17,-2.43668,2.01559,2
19.18,-2.41231,2.04469,2
19.19,-2.38761,2.07349,2
19.2,-2.36255,2.10199,2
19.21,-2.33716,2.13019,2
19.22,-2.31143,2.15808,2
19.23,-2.28537,2.18566,2
19.24,-2.25897,2.21292,2
19.25,-2.23226,2.23987,2
19.26,-2.20522,2.2665,2
19.27,-2.17786,2.2928,2
19.28,-2.15019,2.31876,2
19.29,-2.12221,2.3444,2
19.3,-2.09393,2.3697,2
19.31,-2.06534,2.39465,2
19.32,-2.03646,2.41926,2
19.33,-2.00728,2.44353,2
19.34,-1.97782,2.46744,2
19.35,-1.94806,2.49099,2
19.36,-1.91803,2.51419,2
19.37,-1.88773,2.53702,2
19.38,-1.85715,2.55949,2
19.39,-1.8263,2.58159,2
19.4,-1.79519,2.60332,2
19.41,-1.76382,2.62468,2
19.42,-1.7322,2.64565,2
19.43,-1.70033,2.66625,2
19.44,-1.66821,2.68646,2
19.45,-1.63585,2.70629,2
19.46,-1.60326,2.72572,2
19.47,-1.57044,2.74476,2
19.48,-1.53739,2.76341,2
19.49,-1.50412,2.78166,2
19.5,-1.47063,2.79951,2
19.51,-1.43693,2.81695,2
19.52,-1.40302,2.83399,2
19.53,-1.36892,2.85063,2
19.54,-1.33461,2.86685,2
19.55,-1.30011,2.88266,2
19.56,-1.26543,2.89805,2
19.57,-1.23056,2.91303,2
19.58,-1.19552,2.92758,2
19.59,-1.1603,2.94172,2
19.6,-1.12492,2.95543,2
19.61,-1.08937,2.96871,2
19.62,-1.05367,2.98157,2
19.63,-1.01782,2.994,2
19.64,-0.981816,3.006,2
19.65,-0.945675,3.01757,2
19.66,-0.909397,3.0287,2
19.67,-0.872988,3.03939,2
19.68,-0.836453,3.04965,2
19.69,-0.799798,3.05946,2
19.7,-0.763028,3.06884,2
19.71,-0.726148,3.07778,2
19.72,-0.689163,3.08627,2
19.73,-0.652079,3.09432,2
19.74,-0.614901,3.10192,2
19.75,-0.577635,3.10907,2
19.76,-0.540285,3.11578,2
19.77,-0.502858,3.12204,2
19.78,-0.465358,3.12785,2
19.79,-0.427791,3.13321,2
19.8,-0.390163,3.13812,2
19.81,-0.352478,3.14257,2
19.82,-0.314743,3.14658,2
19.83,-0.276962,3.15013,2
19.84,-0.239142,3.15322,2
19.85,-0.201287,3.15586,2
19.86,-0.163403,3.15805,2
19.87,-0.125495,3.15979,2
19.88,-0.0875695,3.16106,2
19.89,-0.0496314,3.16189,2
19.9,-0.011686,3.16226,2
19.91,0.026261,3.16217,2
19.92,0.0642042,3.16163,2
19.93,0.102138,3.16063,2
19.94,0.140057,3.15917,2
19.95,0.177957,3.15727,2
19.96,0.21583,3.1549,2
19.97,0.253672,3.15209,2
19.98,0.291478,3.14882,2
19.99,0.329242,3.14509,2
