x,y
0.282315,-0.664164
0.30097,-0.661315
0.319017,-0.657875
0.336433,-0.653832
0.353198,-0.649179
0.369293,-0.643905
0.384699,-0.638004
0.399401,-0.631468
0.413385,-0.624291
0.426635,-0.616467
0.439142,-0.607991
0.450894,-0.598861
0.461883,-0.589072
0.472102,-0.578624
0.481546,-0.567516
0.490209,-0.555747
0.498089,-0.543321
0.505186,-0.530239
0.511498,-0.516505
0.517028,-0.502125
0.521779,-0.487104
0.525754,-0.471451
0.528959,-0.455175
0.531401,-0.438285
0.533088,-0.420793
0.534029,-0.402712
0.534233,-0.384057
0.533713,-0.364841
0.53248,-0.345083
0.530548,-0.324801
0.52793,-0.304013
0.524642,-0.282741
0.520699,-0.261005
0.516118,-0.23883
0.510915,-0.21624
0.505109,-0.19326
0.498717,-0.169917
0.491759,-0.146238
0.484252,-0.122252
0.476217,-0.0979896
0.467674,-0.0734811
0.458641,-0.0487581
0.44914,-0.0238533
0.439191,0.00119988
0.428814,0.0263674
0.418029,0.0516144
0.406857,0.0769055
0.395318,0.102205
0.383431,0.127475
0.371217,0.152681
0.358695,0.177784
0.345885,0.202747
0.332805,0.227533
0.319474,0.252103
0.30591,0.276421
0.292132,0.300447
0.278156,0.324146
0.263998,0.347478
0.249677,0.370408
0.235206,0.392899
0.220602,0.414914
0.205879,0.436418
0.19105,0.457375
0.17613,0.477753
0.161132,0.497516
0.146066,0.516632
0.130945,0.535071
0.11578,0.5528
0.100582,0.56979
0.0853591,0.586014
0.0701215,0.601443
0.0548776,0.616052
0.0396354,0.629816
0.0244024,0.642712
0.00918554,0.654719
-0.00600869,0.665816
-0.0211743,0.675984
-0.0363058,0.685206
-0.051398,0.693468
-0.0664461,0.700755
-0.0814459,0.707056
-0.0963933,0.71236
-0.111284,0.716659
-0.126116,0.719946
-0.140884,0.722217
-0.155586,0.723469
-0.170219,0.7237
-0.18478,0.722912
-0.199266,0.721107
-0.213675,0.718289
-0.228003,0.714465
-0.242247,0.709642
-0.256405,0.703832
-0.270474,0.697044
-0.284449,0.689294
-0.298329,0.680596
-0.312108,0.670967
-0.325784,0.660426
-0.339351,0.648992
-0.352805,0.636688
-0.366142,0.623536
-0.379355,0.609562
-0.392439,0.594791
-0.405387,0.579251
-0.418194,0.562971
-0.430851,0.545981
-0.443352,0.528311
-0.455688,0.509994
-0.46785,0.491064
-0.479829,0.471554
-0.491616,0.451499
-0.5032,0.430935
-0.514571,0.409899
-0.525717,0.388427
-0.536627,0.366558
-0.547288,0.344329
-0.557688,0.321778
-0.567813,0.298945
-0.57765,0.275869
-0.587185,0.252587
-0.596403,0.229141
-0.605289,0.205567
-0.613829,0.181906
-0.622006,0.158196
-0.629806,0.134476
-0.637211,0.110782
-0.644206,0.0871538
-0.650774,0.063627
-0.656899,0.0402385
-0.662564,0.017024
-0.667753,-0.00598165
-0.672449,-0.0287441
-0.676636,-0.0512302
-0.680298,-0.0734074
-0.683418,-0.0952444
-0.68598,-0.116711
-0.68797,-0.137777
-0.689371,-0.158416
-0.690169,-0.1786
-0.69035,-0.198302
-0.6899,-0.2175
-0.688805,-0.23617
-0.687053,-0.254289
-0.684633,-0.271838
-0.681533,-0.288797
-0.677743,-0.305149
-0.673253,-0.320877
-0.668056,-0.335966
-0.662142,-0.350402
-0.655507,-0.364175
-0.648144,-0.377272
-0.640048,-0.389684
-0.631218,-0.401405
-0.62165,-0.412427
-0.611344,-0.422745
-0.6003,-0.432355
-0.58852,-0.441255
-0.576007,-0.449445
-0.562765,-0.456923
-0.5488,-0.463691
-0.53412,-0.469753
-0.518732,-0.475111
-0.502646,-0.479771
-0.485875,-0.483738
-0.46843,-0.48702
-0.450326,-0.489624
-0.431579,-0.49156
-0.412205,-0.492837
-0.392223,-0.493466
-0.371653,-0.493459
-0.350515,-0.492827
-0.328834,-0.491584
-0.306631,-0.489743
-0.283933,-0.487318
-0.260765,-0.484324
-0.237156,-0.480775
-0.213134,-0.476687
-0.18873,-0.472077
-0.163973,-0.466959
-0.138897,-0.46135
-0.113533,-0.455267
-0.0879171,-0.448726
-0.0620829,-0.441743
-0.0360661,-0.434336
-0.0099031,-0.426521
0.0163691,-0.418315
0.0427131,-0.409733
0.0690907,-0.400793
0.0954634,-0.391509
0.121792,-0.381899
0.148039,-0.371977
0.174162,-0.361758
0.200125,-0.351258
0.225886,-0.34049
0.251407,-0.329469
0.276647,-0.318208
0.301569,-0.306721
0.326133,-0.29502
0.350301,-0.283116
0.374034,-0.271023
0.397297,-0.25875
0.420051,-0.246309
0.44226,-0.233709
0.463891,-0.220961
0.484907,-0.208072
0.505276,-0.195053
0.524966,-0.18191
0.543944,-0.168651
0.562182,-0.155283
0.579649,-0.141813
0.596319,-0.128247
0.612165,-0.11459
0.627163,-0.100848
0.641289,-0.087026
0.654521,-0.073128
0.666839,-0.0591584
0.678224,-0.0451211
0.688661,-0.0310198
0.698132,-0.0168578
0.706626,-0.00263832
0.714129,0.0116355
0.720633,0.0259608
0.726129,0.0403347
0.73061,0.0547544
0.734073,0.0692171
0.736515,0.0837201
0.737934,0.0982603
0.738333,0.112835
0.737713,0.127441
0.73608,0.142074
0.733441,0.156732
0.729803,0.17141
0.725176,0.186105
0.719574,0.200812
0.713009,0.215526
0.705496,0.230241
0.697053,0.244953
0.687698,0.259655
0.677452,0.274341
0.666335,0.289004
0.654372,0.303635
0.641585,0.318228
0.628002,0.332772
0.61365,0.34726
0.598555,0.361681
0.582749,0.376024
0.566262,0.390278
0.549124,0.404433
0.531369,0.418475
0.51303,0.432392
0.49414,0.44617
0.474734,0.459795
0.454849,0.473252
0.434519,0.486526
0.413781,0.499602
0.392672,0.512462
0.371229,0.52509
0.349488,0.53747
0.327487,0.549581
0.305264,0.561408
0.282855,0.572931
0.260299,0.58413
0.237631,0.594988
0.214889,0.605484
0.192109,0.615598
0.169327,0.62531
0.146578,0.634601
0.123898,0.64345
0.10132,0.651837
0.0788776,0.659741
0.0566044,0.667144
0.034532,0.674024
0.0126916,0.680361
-0.00888682,0.686138
-0.0301739,0.691333
-0.0511415,0.695929
-0.0717626,0.699907
-0.0920111,0.703249
-0.111862,0.705938
-0.131292,0.707956
-0.150279,0.709289
-0.1688,0.709921
-0.186837,0.709836
-0.20437,0.709023
-0.221383,0.707467
-0.237858,0.705157
-0.253782,0.702082
-0.26914,0.698233
-0.283921,0.693602
-0.298113,0.68818
-0.311707,0.681961
-0.324694,0.674941
-0.337068,0.667116
-0.348823,0.658484
-0.359954,0.649044
-0.370457,0.638796
-0.380331,0.627743
-0.389574,0.615887
-0.398187,0.603234
-0.406171,0.589789
-0.413528,0.575561
-0.42026,0.56056
-0.426373,0.544795
-0.43187,0.52828
-0.436759,0.511028
-0.441046,0.493055
-0.444738,0.474378
-0.447844,0.455015
-0.450372,0.434986
-0.452332,0.414313
-0.453734,0.393018
-0.454589,0.371125
-0.454908,0.348661
-0.454702,0.325653
-0.453983,0.302127
-0.452763,0.278114
-0.451055,0.253645
-0.448871,0.228751
-0.446224,0.203465
-0.443127,0.177821
-0.439592,0.151854
-0.435633,0.125599
-0.431263,0.0990942
-0.426493,0.0723757
-0.421338,0.045482
-0.415809,0.0184517
-0.409918,-0.00867591
-0.403678,-0.0358611
-0.397101,-0.0630639
-0.390197,-0.0902438
-0.382979,-0.11736
-0.375456,-0.144372
-0.36764,-0.17124
-0.35954,-0.197921
-0.351167,-0.224376
-0.342529,-0.250564
-0.333634,-0.276445
-0.324492,-0.30198
-0.315111,-0.327128
-0.305497,-0.351852
-0.295658,-0.376113
-0.2856,-0.399873
-0.275329,-0.423096
-0.264851,-0.445747
-0.254172,-0.467791
-0.243296,-0.489193
-0.232227,-0.509921
-0.220969,-0.529943
-0.209527,-0.549231
-0.197903,-0.567753
-0.186101,-0.585483
-0.174124,-0.602395
-0.161974,-0.618464
-0.149653,-0.633666
-0.137163,-0.64798
-0.124507,-0.661387
-0.111687,-0.673867
-0.0987037,-0.685404
-0.0855596,-0.695984
-0.0722563,-0.705592
-0.0587956,-0.714218
-0.0451795,-0.721853
-0.03141,-0.728487
-0.0174893,-0.734116
-0.00341968,-0.738735
0.0107962,-0.742342
0.0251554,-0.744937
0.0396548,-0.74652
0.0542908,-0.747096
0.0690594,-0.746669
0.0839563,-0.745245
0.0989766,-0.742834
0.114115,-0.739446
0.129366,-0.735092
0.144722,-0.729787
0.160178,-0.723545
0.175725,-0.716383
0.191355,-0.708319
0.207059,-0.699374
0.222828,-0.689569
0.238652,-0.678925
0.254519,-0.667468
0.270418,-0.655222
0.286337,-0.642214
0.302263,-0.628471
0.318182,-0.614021
0.334079,-0.598894
0.34994,-0.583121
0.365748,-0.566733
0.381487,-0.549761
0.39714,-0.532239
0.412689,-0.514199
0.428115,-0.495676
0.443399,-0.476703
0.458522,-0.457315
0.473463,-0.437547
0.488201,-0.417434
0.502715,-0.397012
0.516983,-0.376315
0.530983,-0.355378
0.544693,-0.334237
0.558089,-0.312927
0.571149,-0.291483
0.583849,-0.269937
0.596165,-0.248326
0.608074,-0.226681
0.619553,-0.205037
0.630576,-0.183425
0.641122,-0.161877
0.651165,-0.140424
0.660683,-0.119096
0.669654,-0.0979234
0.678052,-0.0769339
0.685858,-0.0561554
0.693048,-0.0356145
0.6996,-0.015337
0.705495,0.00465244
0.710712,0.0243303
0.71523,0.0436739
0.719032,0.0626619
0.722099,0.0812741
0.724414,0.0994913
0.725961,0.117296
0.726725,0.13467
0.726692,0.151599
0.725848,0.168069
0.724181,0.184066
0.721682,0.199577
0.718341,0.214593
0.714149,0.229104
0.709101,0.2431
0.70319,0.256575
0.696413,0.269523
0.688768,0.281938
0.680254,0.293815
0.670871,0.305153
0.660621,0.315949
0.649509,0.326201
0.63754,0.335911
0.624721,0.345077
0.611059,0.353703
0.596567,0.361791
0.581254,0.369343
0.565136,0.376364
0.548226,0.382859
0.530542,0.388832
0.512101,0.39429
0.492923,0.399239
0.473031,0.403686
0.452445,0.407638
0.431191,0.411103
0.409295,0.41409
0.386783,0.416606
0.363684,0.41866
0.340028,0.420262
0.315845,0.421419
0.291167,0.422143
0.266029,0.42244
0.240464,0.422321
0.214509,0.421796
0.188198,0.420872
0.16157,0.419559
0.134662,0.417867
0.107513,0.415803
0.080163,0.413376
0.0526516,0.410595
0.0250191,0.407467
-0.00269336,0.404001
-0.0304447,0.400203
-0.0581935,0.396081
-0.0858981,0.391641
-0.113517,0.38689
-0.141008,0.381834
-0.16833,0.376478
-0.195442,0.370828
-0.222302,0.364888
-0.248871,0.358663
-0.275106,0.352156
-0.30097,0.345372
-0.326422,0.338313
-0.351425,0.330983
-0.375941,0.323383
-0.399932,0.315516
-0.423364,0.307383
-0.446201,0.298987
-0.46841,0.290328
-0.489957,0.281406
-0.510813,0.272224
-0.530947,0.262781
-0.550329,0.253077
-0.568933,0.243113
-0.586734,0.232888
-0.603705,0.222403
-0.619826,0.211657
-0.635074,0.20065
-0.649431,0.189383
-0.662877,0.177855
-0.675398,0.166066
-0.686978,0.154016
-0.697606,0.141707
-0.707269,0.129138
-0.71596,0.116311
-0.72367,0.103227
-0.730394,0.0898872
-0.736129,0.0762945
-0.740872,0.0624511
-0.744623,0.0483599
-0.747384,0.0340244
-0.749159,0.0194488
-0.749952,0.00463769
-0.749771,-0.0104037
-0.748623,-0.0256694
-0.74652,-0.0411528
-0.743472,-0.0568467
-0.739494,-0.0727429
-0.734599,-0.0888327
-0.728806,-0.105107
-0.722131,-0.121554
-0.714593,-0.138164
-0.706214,-0.154925
-0.697015,-0.171823
-0.687019,-0.188845
-0.67625,-0.205978
-0.664734,-0.223204
-0.652497,-0.240509
-0.639565,-0.257875
-0.625968,-0.275285
-0.611734,-0.29272
-0.596893,-0.31016
-0.581475,-0.327586
-0.565511,-0.344978
-0.549031,-0.362312
-0.532069,-0.379568
-0.514656,-0.396722
-0.496824,-0.41375
-0.478606,-0.43063
-0.460035,-0.447336
-0.441143,-0.463843
-0.421964,-0.480125
-0.40253,-0.496158
-0.382873,-0.511914
-0.363025,-0.527367
-0.343019,-0.54249
-0.322886,-0.557257
-0.302658,-0.57164
-0.282364,-0.585613
-0.262035,-0.599148
-0.2417,-0.612219
-0.221389,-0.624798
-0.201129,-0.636859
-0.180948,-0.648375
-0.160872,-0.659322
-0.140927,-0.669673
-0.121138,-0.679402
-0.101529,-0.688487
-0.0821218,-0.696902
-0.0629399,-0.704625
-0.0440037,-0.711633
-0.0253333,-0.717905
-0.00694761,-0.72342
0.0111355,-0.728158
0.0288991,-0.732101
0.0463274,-0.73523
0.0634057,-0.737531
0.0801203,-0.738986
0.0964587,-0.739583
0.112409,-0.739308
0.127962,-0.73815
0.143106,-0.7361
0.157835,-0.733148
0.172139,-0.729288
0.186014,-0.724514
0.199453,-0.718822
0.212452,-0.71221
0.225007,-0.704677
0.237115,-0.696224
0.248775,-0.686854
0.259984,-0.67657
0.270743,-0.66538
0.281053,-0.653289
0.290913,-0.640308
0.300325,-0.626447
0.309292,-0.61172
0.317816,-0.59614
0.325901,-0.579724
0.33355,-0.562489
0.340767,-0.544454
0.347557,-0.525641
0.353925,-0.506071
0.359874,-0.485768
0.365412,-0.464759
0.370543,-0.44307
0.375272,-0.420729
0.379606,-0.397765
0.38355,-0.374211
0.387109,-0.350097
0.390291,-0.325458
0.393099,-0.300327
0.39554,-0.274741
0.397619,-0.248735
0.399341,-0.222348
0.400712,-0.195617
0.401735,-0.168581
0.402416,-0.14128
0.402759,-0.113755
0.402768,-0.086046
0.402445,-0.0581942
0.401796,-0.0302414
0.400822,-0.00222936
0.399526,0.0257999
0.39791,0.0538043
0.395976,0.0817417
0.393726,0.10957
0.391161,0.137248
0.38828,0.164733
0.385085,0.191985
0.381576,0.218962
0.377752,0.245625
0.373613,0.271933
0.369156,0.297848
0.364382,0.323332
0.359289,0.348346
0.353874,0.372856
0.348136,0.396824
0.342072,0.420218
0.335679,0.443003
0.328957,0.465148
0.3219,0.486621
0.314508,0.507394
0.306777,0.527438
0.298704,0.546726
0.290287,0.565234
0.281523,0.582937
0.272409,0.599814
0.262944,0.615844
0.253126,0.631009
0.242952,0.64529
0.232421,0.658673
0.221532,0.671143
0.210284,0.682689
0.198677,0.693301
0.186711,0.702969
0.174387,0.711687
0.161706,0.71945
0.148671,0.726255
0.135282,0.732099
0.121545,0.736983
0.107462,0.74091
0.0930379,0.743881
0.0782789,0.745904
0.0631908,0.746983
0.0477808,0.747128
0.0320566,0.74635
0.0160272,0.744658
-0.000297685,0.742066
-0.0169075,0.73859
-0.0337908,0.734243
-0.0509349,0.729044
-0.0683265,0.723011
-0.0859512,0.716163
-0.103794,0.708522
-0.121837,0.700108
-0.140065,0.690946
-0.15846,0.681058
-0.177001,0.67047
-0.195669,0.659207
-0.214443,0.647295
-0.233301,0.634762
-0.252221,0.621635
-0.27118,0.607943
-0.290152,0.593713
-0.309114,0.578975
-0.328039,0.563758
-0.346901,0.548092
-0.365674,0.532007
-0.384329,0.515533
-0.402839,0.498699
-0.421176,0.481536
-0.439309,0.464073
-0.457211,0.446341
-0.474851,0.428368
-0.492199,0.410183
-0.509227,0.391816
-0.525902,0.373295
-0.542197,0.354648
-0.558079,0.335902
-0.57352,0.317085
-0.588489,0.298221
-0.602957,0.279339
-0.616895,0.260461
-0.630273,0.241612
-0.643064,0.222816
-0.655239,0.204096
-0.666771,0.185472
-0.677633,0.166967
-0.6878,0.148599
-0.697247,0.130389
-0.705948,0.112354
-0.713882,0.0945125
-0.721026,0.0768797
-0.727359,0.0594714
-0.73286,0.0423022
-0.737512,0.0253856
-0.741296,0.00873421
-0.744196,-0.00764036
-0.746198,-0.0237273
-0.747289,-0.0395169
-0.747455,-0.0550001
-0.746688,-0.0701688
-0.744978,-0.0850159
-0.742318,-0.099535
-0.738702,-0.11372
-0.734126,-0.127567
-0.728589,-0.141072
-0.72209,-0.154231
-0.714629,-0.167041
-0.70621,-0.1795
-0.696837,-0.191608
-0.686517,-0.203363
-0.675258,-0.214764
-0.66307,-0.225812
-0.649964,-0.236508
-0.635955,-0.246852
-0.621056,-0.256846
-0.605285,-0.266491
-0.588661,-0.275789
-0.571203,-0.284742
-0.552934,-0.293354
-0.533876,-0.301625
-0.514054,-0.309558
-0.493496,-0.317157
-0.472227,-0.324423
-0.450279,-0.331359
-0.42768,-0.337968
-0.404464,-0.344253
-0.380663,-0.350214
-0.356311,-0.355855
-0.331443,-0.361178
-0.306096,-0.366183
-0.280306,-0.370873
-0.254113,-0.375249
-0.227554,-0.379311
-0.200669,-0.38306
-0.173498,-0.386497
-0.146082,-0.38962
-0.118463,-0.39243
-0.0906805,-0.394926
-0.0627777,-0.397107
-0.0347961,-0.39897
-0.00677793,-0.400514
0.0212348,-0.401737
0.0492001,-0.402636
0.0770761,-0.403208
